0,1,40
1,1,40
2,1,0
3,1,30
4,1,0
5,1,0
6,1,80
7,1,30
8,1,0
9,1,0
10,1,40
11,1,0
12,1,0
13,1,120
14,1,0
15,1,40
16,1,140
17,1,30
18,1,0
19,1,0
20,1,60
21,1,80
22,1,40
23,1,224000
24,1,20
25,1,0
26,1,0
27,1,20
28,1,0
29,1,0
30,1,0
31,1,40
32,1,140
33,1,30
34,1,90
35,1,20
36,1,0
37,1,40
38,1,0
39,1,80
40,1,20
41,1,40
42,1,0
43,1,0
44,1,300
45,1,240
46,1,120
47,1,40
48,1,100
49,1,80
50,1,280
51,1,60
52,1,0
53,1,80
54,1,40
55,1,80
56,1,0
57,1,0
58,1,0
59,1,100
60,1,20
61,1,140
62,1,40
63,1,20
64,1,0
65,1,0
66,1,560
67,1,560
68,1,0
69,1,40
70,1,0
71,1,0
72,1,80
73,1,70
74,1,0
75,1,0
76,1,40
77,1,150
78,1,40
79,1,0
80,1,0
81,1,60
82,1,40
83,1,0
84,1,80
85,1,20
86,1,0
87,1,20
88,1,20
89,1,0
90,1,210
91,1,80
92,1,70
93,1,30
94,1,60
95,1,40
96,1,40
97,1,20
98,1,0
99,1,0
100,1,0
101,1,0
102,1,0
103,1,0
104,1,0
105,1,40
106,1,160
107,1,20
108,1,40
109,1,120
110,1,0
111,1,0
112,1,60
113,1,80
114,1,80
115,1,0
116,1,0
117,1,80
118,1,40
119,1,0
120,1,80
121,1,20
122,1,0
123,1,40
124,1,0
125,1,50
126,1,20
127,1,0
128,1,120
129,1,40
130,1,0
131,1,60
132,1,60
133,1,50
134,1,80
135,1,40
136,1,20
137,1,40
138,1,0
139,1,40
140,1,60
141,1,0
142,1,0
143,1,0
144,1,60
145,1,0
146,1,320
147,1,0
148,1,20
149,1,20
150,1,20
151,1,0
152,1,0
153,1,0
154,1,0
155,1,320
156,1,0
157,1,120
158,1,0
159,1,0
160,1,50
161,1,0
162,1,0
163,1,60
164,1,40
165,1,80
166,1,0
167,1,120
168,1,0
169,1,40
170,1,0
171,1,210
172,1,30
173,1,0
174,1,90
175,1,260
176,1,0
177,1,0
178,1,0
179,1,320
180,1,30
181,1,0
182,1,320
183,1,40
184,1,160
185,1,120
186,1,1600
187,1,40
188,1,0
189,1,80
190,1,0
191,1,0
192,1,0
193,1,0
194,1,30
195,1,40
